,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39817,"croyait , pourrait - elle le protéger contre M .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39838,"; sûrement , il voudrait le traiter comme un voleur",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39856,"toujours à l' imagination de Gaspard , et la peur",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39864,la peur mettait en fuite ses bonnes résolutions et criait,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39872,et criait plus haut que sa conscience . La pauvre,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39881,"pauvre Mimi aurait bien voulu le rassurer , lui dire",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39884,"bien voulu le rassurer , lui dire que M .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39981,en se demandant ce que le petit garçon déciderait d',Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_39989,déciderait d' elle . S' il ne se décidait pas,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40001,"rendre , il fallait qu' il trouvât le moyen de",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40037,"Quand le jour parut , Gaspard avait arrêté son plan",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40040,"parut , Gaspard avait arrêté son plan , qui n'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40050,était pas le bon . Il chargea le paquet de,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40057,"le paquet de linge sur son épaule , descendit l'",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40060,"linge sur son épaule , descendit l' escalier , franchit",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40064,", descendit l' escalier , franchit la porte que le",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40077,"ouvrir , et , prenant ses jambes à son cou",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40080,", prenant ses jambes à son cou , en un",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40086,"cou , en un instant il fut à une demi",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40100,hôtel . Mimi avait deviné son intention : il avait,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40103,avait deviné son intention : il avait projeté de la,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40144,"effet , l' idée de Gaspard , abandonner la poupée",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40159,en ayant soin que personne le vît . Le jour,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40182,il semblait que rien ne lui fût plus facile que,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40189,plus facile que d' accomplir son dessein . Eh bien,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40200,non . Chaque fois qu' il glissait la main dans,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40205,il glissait la main dans son paquet pour en retirer,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40216,"petite prisonnière , quelque chose l' en empêchait . Tantôt",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40239,"surgissait de l' ombre , lui simulait un gendarme ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40246,"un gendarme , et alors il se dépêchait de courir",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40254,de courir comme si on l' eût poursuivi . Une,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40274,", ne voyant rien , il crut qu' il allait",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40277,"rien , il crut qu' il allait être délivré ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40282,"il allait être délivré , il se dit : «",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40287,il se dit : « Je vais l' accoter contre,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40305,» Mais un chiffonnier qu' il n' avait pas vu,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40313,"pas vu , ayant remarqué son mouvement pour déposer son",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40320,"pour déposer son paquet , lui cria : « Hé",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40326,"cria : « Hé ! gamin , a - t",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40339,chose pour moi ? » Il eut peur et se,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40343,» Il eut peur et se sauva . Comme il,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40344,Il eut peur et se sauva . Comme il passait,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40347,et se sauva . Comme il passait sur un pont,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40353,"passait sur un pont , il voulut la jeter dans",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40362,dans la Seine ; mais il entendit un pas derrière,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40367,"il entendit un pas derrière lui , et il reprit",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40370,"pas derrière lui , et il reprit sa course .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40372,"lui , et il reprit sa course . Vingt fois",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40377,sa course . Vingt fois il fut au moment de,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40392,"créature , et vingt fois il en fut empêché par",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40417,", un rien , tout lui donnait la fièvre .",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40443,"personne ni devant ni derrière lui , il prit la",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40445,"devant ni derrière lui , il prit la poupée ,",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40451,"prit la poupée , la jeta par - dessus le",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40462,"d' un jardin , et fila de toute la vitesse",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40468,de toute la vitesse de ses jambes . C' en,Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40476,"C' en était fait , Gaspard , dans la crainte",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<un petit garçon un peu simple-1698>_40509,"de toute la force de Gaspard , se serait assurément",Male
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52492,"spontanéité , la franchise de Kitty et de ses frères",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52495,franchise de Kitty et de ses frères lui avaient plu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52503,"avaient plu infiniment . De son côté , la jeune",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52506,". De son côté , la jeune Américaine s' était",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52538,"dans son esprit . Quand elle aimait les gens ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52543,"elle aimait les gens , elle avait bientôt fait de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52579,", et était devenu pour la petite fille une sorte",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52608,"l' opposé des habitudes de Kitty , qui faisait plier",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52610,"des habitudes de Kitty , qui faisait plier tout le",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52619,"le monde , y compris son père , sous sa",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52623,"compris son père , sous sa petite volonté , c'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52629,"petite volonté , c' était elle qui obéissait , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52630,"volonté , c' était elle qui obéissait , et cela",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52678,"fille ; tout aussitôt , Kitty s' était mise à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52684,"s' était mise à réformer son caractère , et on",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52695,pu voir assez vite en elle un très heureux changement,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52703,"heureux changement . Sans doute elle était encore violente ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52728,"dominante . Pour impérieuse , elle l' était toujours avec",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52733,elle l' était toujours avec ses frères ; nous en,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52754,"à table à côté de son nouvel oncle , elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52758,"de son nouvel oncle , elle lui racontait précisément cette",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52767,"cette aventure , et comment elle avait forcé Harry à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52777,jouer du violon . Il l' en reprenait avec mansuétude,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52787,": « Mais , disait - elle , c' était",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52796,était une bonne chose que je le contraignais à faire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52884,faisait de la morale à Kitty ; il la gâtait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52887,morale à Kitty ; il la gâtait plus encore que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52895,"encore que ne le faisait son père , ce qui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52931,"de détail , et , Kitty ayant un excellent cœur",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52938,"un excellent cœur , il la voyait parfaite et la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52942,il la voyait parfaite et la préférait à ses frères,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_52945,parfaite et la préférait à ses frères . Il n',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53026,"à dissimuler leur ennui . Kitty , au contraire ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53045,"avait conclu que , si elle avait été un garçon",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53051,"avait été un garçon , elle aurait partagé ses goûts",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53073,- à - vis d' elle . Comme il n',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53088,"dîner du divertissement imaginé par Kitty , on fut bien",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53118,donnant sur le boudoir de la jeune fille . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53134,"! — Oui , dit Kitty , c' est une",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53141,c' est une attention que j' ai eue pour vous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53151,", mesdames et messieurs . Mon oncle d' Amérique et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53156,Mon oncle d' Amérique et mon oncle de Paris vont,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53194,rien que ça ! » Kitty avança un fauteuil à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53199,Kitty avança un fauteuil à son oncle Campbell qui arrivait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53216,"en offrit un autre à son oncle de France ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53222,"oncle de France , en prépara un troisième pour son",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53226,en prépara un troisième pour son père occupé à faire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53236,"placer les dames , et elle alla chercher les deux",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53314,demanda l' oncle Campbell . Kitty indiqua Jacques . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53387,", dit le père de Kitty , montrez - nous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53404,"La représentation commença aussitôt . Rosette dansa à ravir ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53422,"on applaudit sans interruption . Kitty , assise entre ses",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53426,". Kitty , assise entre ses deux oncles , les",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53546,"le rideau fut relevé , Rosette et Polichinelle étaient en",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53553,"Polichinelle étaient en scène . Rosette est une reine ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53559,"est une reine , et elle s' ennuie ; elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53563,"et elle s' ennuie ; elle ordonne à Polichinelle ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53568,"elle ordonne à Polichinelle , son bouffon ordinaire et extraordinaire",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53575,"ordinaire et extraordinaire , de l' amuser . Il s'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53599,"plaisanteries si plates , qu' elle s' ennuie encore davantage",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53611,Qui est - ce qui m' a fabriqué un bouffon,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53621,pareil ! crie - t - elle en colère ;,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_53630,"; dépêche - toi de me désennuyer , ou je",Female
