,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<l' altière Nègrepelisse-3128>_58625,changement lui semblait inexplicable . Il ne se trompait point,Female ,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225764,"te ganons , barce qu' il n' a boind de",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225786,"en son fils ; il le jugeait , comme juge",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225808,"ne croyait pas avoir dépouillé David ; puis , sans",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225827,se disait : – Je l' ai mis à cheval,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225847,"moi - même ; et lui , qui en savait",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225849,"même ; et lui , qui en savait mille fois",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225871,"comprendre son fils , il le condamnait , et se",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225891,se disant : – Je lui conserve du pain .,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225948,"un de l' autre . David , lui , comprenait",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225950,"l' autre . David , lui , comprenait son père",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225953,"David , lui , comprenait son père et il avait",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225956,", comprenait son père et il avait la sublime charité",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225974,"à Marsac , Kolb et David surprirent le bonhomme vers",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225989,qui se rapprochait forcément de son coucher . – Je,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_225994,son coucher . – Je te vois par autorité de,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226013,"un sourire amer . – Gommand , mon maîdre et",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226015,"amer . – Gommand , mon maîdre et fus ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226026,#NAME?,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226112,"proteste encore en obéissant . David , sans dire ses",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226116,". David , sans dire ses secrets , offrit alors",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226122,"secrets , offrit alors à son père de lui donner",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226125,alors à son père de lui donner la preuve la,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226133,"preuve la plus évidente de sa découverte , en lui",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226149,"pour prix des sommes qui lui devenaient nécessaires , soit",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226167,livrer à l' exploitation de son secret . – Eh,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226176,Eh ! comment me prouveras - tu que tu peux,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226179,me prouveras - tu que tu peux faire avec rien,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226243,être coiffé de nuit . Son bonnet de nuit consistait,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226258,"vin vieux que , selon son expression , il sirotait",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226261,", selon son expression , il sirotait . – Rien",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226271,"de plus simple , répondit David . Je n' ai",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226273,"simple , répondit David . Je n' ai pas de",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226280,"ai pas de papier sur moi , je suis venu",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226282,"de papier sur moi , je suis venu par ici",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226293,"fuir Doublon ; et , me voyant sur la route",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226301,"la route de Marsac , j' ai pensé que je",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226305,", j' ai pensé que je pourrais bien trouver chez",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226314,chez vous les facilités que j' aurais chez un usurier,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226320,aurais chez un usurier . Je n' ai rien sur,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226325,Je n' ai rien sur moi que mes habits .,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226327,ai rien sur moi que mes habits . Enfermez -,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226331,que mes habits . Enfermez - moi dans un local,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226349,", où personne ne puisse me voir , et …",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226369,"fils un effroyable regard , tu ne me laisseras pas",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226374,tu ne me laisseras pas te voir faisant tes opérations,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226377,laisseras pas te voir faisant tes opérations … – Mon,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226381,"faisant tes opérations … – Mon père , répondit David",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226385,"– Mon père , répondit David , vous m' avez",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226388,", répondit David , vous m' avez prouvé qu' il",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226406,affaires … – Ah ! tu te défies de celui,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226412,te défies de celui qui t' a donné la vie,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226425,", mais de celui qui m' a ôté les moyens",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226438,"– Chacun pour soi , tu as raison ! dit",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226451,"Eh ! bien , je te mettrai dans mon cellier",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226458,dans mon cellier . – J' y entre avec Kolb,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226465,"entre avec Kolb , vous me donnerez un chaudron pour",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226471,"donnerez un chaudron pour faire ma pâte , reprit David",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226475,"faire ma pâte , reprit David sans avoir aperçu le",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226484,"le coup d' œil que lui lança son père ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226486,"d' œil que lui lança son père , puis vous",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226492,"père , puis vous irez me chercher des tiges d'",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226524,"rivière . Demain matin , je sortirai de votre cellier",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226542,est possible … s' écria l' Ours en laissant échapper,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226551,"échapper un hoquet , je te donnerai peut - être",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226562,je verrai si je puis te donner … bah !,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226589,les ans … – Mettez - moi à l' épreuve,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226595,"moi à l' épreuve , j' y consens ! s'",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226601,"y consens ! s' écria David . Kolb , monte",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226603,"! s' écria David . Kolb , monte à cheval",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226609,", monte à cheval , pousse jusqu' à Mansle ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226615,"jusqu' à Mansle , achètes - y un grand tamis",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226673,"des forces , je vais t' aller faire tes provisions",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226676,je vais t' aller faire tes provisions de chiffons verts,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226687,"car ils sont verts , tes chiffons ! j' ai",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226720,vieillard enfermait son fils et Kolb dans une petite pièce,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226771,. – Oh ! mais je suis là comme dans,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226788,"des bassines , s' écria David . – Eh !",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226805,"père Séchard , je vais vous enfermer , et je",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226821,suis sûr qu' on ne vous apportera pas de papier,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226835,"des feuilles demain , je te déclare que je serai",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226840,"te déclare que je serai ton associé , les affaires",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226852,claires et bien menées … Kolb et David se laissèrent,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226854,bien menées … Kolb et David se laissèrent enfermer et,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226859,David se laissèrent enfermer et passèrent deux heures environ à,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226892,"deux heures du matin , Kolb , moins occupé que",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226897,"Kolb , moins occupé que David , entendit un soupir",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226909,un hoquet d' ivrogne  il prit une des deux,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226916,une des deux chandelles et se mit à regarder partout,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226922,mit à regarder partout  il aperçut alors la figure,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_226968,avait introduit son fils et Kolb dans son brûloir par,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227011,cour . – Ah ! baba ! ceci n' ed,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227051,"goquin . – Oh ! mon père , dit David",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227055,"! mon père , dit David . – Je venais",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227058,", dit David . – Je venais savoir si vous",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227062,– Je venais savoir si vous aviez besoin de quelque,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227070,"de quelque chose , dit le vigneron quasi dégrisé .",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227092,bedide egelle ? … dit Kolb qui ouvrit la porte,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227093,egelle ? … dit Kolb qui ouvrit la porte après,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227104,avoir débarrassé l' entrée et qui trouva le vieillard monté,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227106,l' entrée et qui trouva le vieillard monté sur une,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227119,en chemise . – Risquer votre santé ! s' écria,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227124,votre santé ! s' écria David . – Je crois,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227127,s' écria David . – Je crois que je suis,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227130,". – Je crois que je suis somnambule , dit",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227135,"je suis somnambule , dit le vieillard honteux en descendant",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227141,vieillard honteux en descendant . Ton défaut de confiance en,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227146,Ton défaut de confiance en ton père m' a fait,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227148,"de confiance en ton père m' a fait rêver ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227153,"m' a fait rêver , je songeais que tu t'",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227156,"rêver , je songeais que tu t' entendais avec le",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227182,bedits chaunets ! s' écria Kolb . – Allez vous,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227189,"– Allez vous recoucher , mon père , dit David",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227193,", mon père , dit David ; enfermez - nous",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227199,"; enfermez - nous si vous voulez , mais épargnez",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227204,"vous voulez , mais épargnez - vous la peine de",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227211,la peine de revenir : Kolb va faire sentinelle .,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227223,", à quatre heures , David sortit du brûloir ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227235,"disparaître toutes les traces de ses opérations , et vint",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227239,"de ses opérations , et vint apporter à son père",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227242,", et vint apporter à son père une trentaine de",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227288,du tamis de crin . Le vieillard prit ces échantillons,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227294,"vieillard prit ces échantillons , il y appliqua la langue",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227304,"en ours habitué , depuis son jeune âge , à",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227311,"âge , à faire de son palais une éprouvette à",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227318,"une éprouvette à papiers ; il les mania , les",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227323,"il les mania , les chiffonna , les plia ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227326,", les chiffonna , les plia , les soumit à",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227329,", les plia , les soumit à toutes les épreuves",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227357,"eût rien à redire , il ne voulut pas s'",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227378,sous presse ! … dit - il pour se dispenser,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227385,pour se dispenser de louer son fils . – Trôle,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227397,"! s' écria Kolb . Le vieillard , devenu froid",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227406,"froid , couvrit , sous sa dignité paternelle , une",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227415,une irrésolution jouée . – Je ne veux pas vous,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227422,"veux pas vous tromper , mon père , ce papier",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227429,", ce papier - là me semble devoir encoreErreur du",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227456,"coûter trop cher , et je veux résoudre le problème",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227468,en cuve … il ne me reste plus que cet,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227482,"– Ah ! tu voudrais m' attraper !– Mais ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227490,"Mais , vous le dirai - je ? je colle",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227493,le dirai - je ? je colle bien en cuve,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227509,"colle ne pénètre pas également ma pâte , et donne",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227528,"Eh ! bien , perfectionne ton collage en cuve ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227534,"collage en cuve , et tu auras mon argent .",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227536,"cuve , et tu auras mon argent . – Mon",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227540,auras mon argent . – Mon maîdre ne ferra chamais,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227547,"ne ferra chamais la gouleur te fodre archant !Ét ,",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227557,"sans attendre de réponse , il tourna sur lui -",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227560,"réponse , il tourna sur lui - même en apercevant",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227569,"apercevant l' évêque , qu' il salua très - noblement",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227576,très - noblement . – Votre Grandeur a été presque,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227584,"été presque prophète , dit - il d' une voix",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227592,"une voix charmante , et je tâcherai qu' elle le",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227602,soit tout à fait . Je m' estime heureux d',Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227614,"ce soir ici , puisque je puis vous présenter mes",Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227618,puisque je puis vous présenter mes respects . Lucien entraîna,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227621,vous présenter mes respects . Lucien entraîna Monseigneur dans une,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227636,. Toutes les femmes regardaient Lucien comme un phénomène .,Male,
Balzac-Honore-de_Illusions-perdues_<il-12906>_227641,Lucien comme un phénomène . Son impertinence inattendue avait laissé,Male,
